numero_de_cliente,foto_mes,active_quarter,cliente_vip,internet,cliente_edad,cliente_antiguedad,mrentabilidad,mrentabilidad_annual,mcomisiones,mactivos_margen,mpasivos_margen,cproductos,tcuentas,ccuenta_corriente,mcuenta_corriente_adicional,mcuenta_corriente,ccaja_ahorro,mcaja_ahorro,mcaja_ahorro_adicional,mcaja_ahorro_dolares,cdescubierto_preacordado,mcuentas_saldo,ctarjeta_debito,ctarjeta_debito_transacciones,mautoservicio,ctarjeta_visa,ctarjeta_visa_transacciones,mtarjeta_visa_consumo,ctarjeta_master,ctarjeta_master_transacciones,mtarjeta_master_consumo,cprestamos_personales,mprestamos_personales,cprestamos_prendarios,mprestamos_prendarios,cprestamos_hipotecarios,mprestamos_hipotecarios,cplazo_fijo,mplazo_fijo_dolares,mplazo_fijo_pesos,cinversion1,minversion1_pesos,minversion1_dolares,cinversion2,minversion2,cseguro_vida,cseguro_auto,cseguro_vivienda,cseguro_accidentes_personales,ccaja_seguridad,cpayroll_trx,mpayroll,mpayroll2,cpayroll2_trx,ccuenta_debitos_automaticos,mcuenta_debitos_automaticos,ctarjeta_visa_debitos_automaticos,mttarjeta_visa_debitos_automaticos,ctarjeta_master_debitos_automaticos,mttarjeta_master_debitos_automaticos,cpagodeservicios,mpagodeservicios,cpagomiscuentas,mpagomiscuentas,ccajeros_propios_descuentos,mcajeros_propios_descuentos,ctarjeta_visa_descuentos,mtarjeta_visa_descuentos,ctarjeta_master_descuentos,mtarjeta_master_descuentos,ccomisiones_mantenimiento,mcomisiones_mantenimiento,ccomisiones_otras,mcomisiones_otras,cforex,cforex_buy,mforex_buy,cforex_sell,mforex_sell,ctransferencias_recibidas,mtransferencias_recibidas,ctransferencias_emitidas,mtransferencias_emitidas,cextraccion_autoservicio,mextraccion_autoservicio,ccheques_depositados,mcheques_depositados,ccheques_emitidos,mcheques_emitidos,ccheques_depositados_rechazados,mcheques_depositados_rechazados,ccheques_emitidos_rechazados,mcheques_emitidos_rechazados,tcallcenter,ccallcenter_transacciones,thomebanking,chomebanking_transacciones,ccajas_transacciones,ccajas_consultas,ccajas_depositos,ccajas_extracciones,ccajas_otras,catm_trx,matm,catm_trx_other,matm_other,ctrx_quarter,tmobile_app,cmobile_app_trx,Master_delinquency,Master_status,Master_mfinanciacion_limite,Master_Fvencimiento,Master_Finiciomora,Master_msaldototal,Master_msaldopesos,Master_msaldodolares,Master_mconsumospesos,Master_mconsumosdolares,Master_mlimitecompra,Master_madelantopesos,Master_madelantodolares,Master_fultimo_cierre,Master_mpagado,Master_mpagospesos,Master_mpagosdolares,Master_fechaalta,Master_mconsumototal,Master_cconsumos,Master_cadelantosefectivo,Master_mpagominimo,Visa_delinquency,Visa_status,Visa_mfinanciacion_limite,Visa_Fvencimiento,Visa_Finiciomora,Visa_msaldototal,Visa_msaldopesos,Visa_msaldodolares,Visa_mconsumospesos,Visa_mconsumosdolares,Visa_mlimitecompra,Visa_madelantopesos,Visa_madelantodolares,Visa_fultimo_cierre,Visa_mpagado,Visa_mpagospesos,Visa_mpagosdolares,Visa_fechaalta,Visa_mconsumototal,Visa_cconsumos,Visa_cadelantosefectivo,Visa_mpagominimo,clase_ternaria
29229250,202107,1,0,0,80,326,2851.28,56003.7,3044.97,-603.77,438.64,8,1,1,0,-579.28,2,1233.77,0,2670.83,1,-71.16,2,0,0,1,17,18812.55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,4219.3,0,0,0,0,0,0,0,0,0,0,0,0,1,2128.85,8,3044.97,0,0,0,0,0,1,19941,1,15539.65,0,0,0,0,0,0,0,0,0,0,0,0,1,36,0,0,0,0,0,0,0,0,0,67,0,0,0,0,126684,-333,,1983.7,1983.7,0,0,0,140760,0,0,17,1983.7,-199.41,0,7368,0,0,0,152.49,0,0,126684,-882,,16138.06,18929.94,0,16754.29,0,140760,0,0,3,0,-26392.5,0,8644,16754.29,15,0,1477.98,CONTINUA
29231155,202107,1,0,0,46,265,3437.21,19210.87,2780.35,-610.7,1170.69,6,1,1,0,0,2,49518.54,0,0,1,66145,1,39,41638.21,1,23,43821.12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6971.13,0,0,0,0,0,0,0,0,1,,0,0,1,2128.85,8,2780.35,0,0,0,0,0,16,110584.57,1,7038,2,25806,0,0,0,0,0,0,0,0,0,0,1,105,0,0,0,0,0,2,25806,0,0,210,0,1,0,0,63342,-941,,-0.03,-0.03,0,,,70380,,,3,0,,,894,,,,0,0,0,63342,-1307,,37806.46,44346.97,0,32035.77,0,70380,0,0,3,0,-66008,0,894,32035.77,19,0,2404.65,CONTINUA
29231727,202107,1,0,0,55,326,-1244.02,-20685.5,864.7,-2234.02,436.3,10,1,1,0,0,2,3551.36,0,0,1,2426.05,2,2,2798.56,1,19,24340.18,1,8,17313.73,0,0,0,0,0,0,6,5513.1,0,1,8006.65,0,0,0,1,0,1,0,0,0,0,0,0,1,3104.01,7,9914.79,3,9105.9,0,0,0,0,0,0,1,983.56,0,0,0,0,48,870.6,0,0,0,0,0,10,18607.88,10,26112.15,0,0,0,0,0,0,0,0,0,0,1,10,1,239,0,0,0,0,0,0,0,0,0,249,0,0,0,0,31671,-729,,17521.49,17521.49,0,17313.73,0,35190,0,0,24,17521.49,-9999.36,0,5498,17313.73,8,0,891.48,0,0,88678.8,-729,,23735.9,27842.21,0,16511,0,98532,0,0,24,27842.21,-50269.5,0,5498,16511,14,0,9395.73,CONTINUA
29233708,202107,1,0,0,59,265,290.81,3216.92,341.65,-24.89,-18.46,7,1,1,0,-182.47,2,19482.6,0,0,1,130.14,1,20,28312.84,1,9,12498.81,1,3,3249.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,138332.65,0,0,2,4627.18,1,4315.44,0,0,0,0,8,879.75,0,0,0,0,1,709.13,0,0,8,341.65,0,0,0,0,0,2,128695.37,0,0,13,82110,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,11,70380,2,11730,155,0,1,0,0,253368,-333,,2570.58,2570.58,0,-709.13,0,281520,0,0,3,0,-379.86,0,3688,-709.13,1,0,129.03,0,0,354715.2,-1003,,10783.3,12648.81,0,4852.14,0,394128,0,0,3,0,-17526.79,0,5228,4852.14,2,0,926.67,CONTINUA
29233896,202107,1,0,0,49,155,-1040.94,-14007.42,15.54,-1008.77,108.1,6,1,1,0,0,2,8020.89,0,0,0,4029.09,1,0,0,0,0,0,0,0,0,1,195639.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15.54,0,0,0,0,0,1,12903,2,4692,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,11,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONTINUA
29234058,202107,1,0,1,46,38,3184.06,26221.62,2230.48,547.07,265.87,6,1,1,0,-250.75,2,397.17,0,0,0,-2591.12,1,3,1524.9,1,11,33873.99,0,0,0,1,10557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8557.19,0,0,0,0,0,0,0,0,0,0,0,0,1,2128.85,8,2230.48,0,0,0,0,0,2,11148.19,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,91,0,1,,,,,,,,,,,,,,,,,,,,,,,0,0,63342,-2159,,32711.96,38371.12,0,18307.38,0,70380,0,0,3,0,-26979,0,1133,18307.38,9,0,2733.09,CONTINUA
29234425,202107,0,0,0,60,311,524.85,23701.54,205.68,271.8,0.3,7,1,1,0,-47578.42,2,0,0,0,0,-49603.56,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2505.95,4,205.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,177357.6,-607,,2.17,2.17,0,0,0,197064,0,0,17,0,0,0,6365,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,CONTINUA
29234519,202107,1,0,0,56,163,3378.31,70318,4582.11,-2062.66,1036.4,7,1,1,0,-3561.92,2,307.23,0,0,1,-4039.15,3,0,0,1,14,54516,1,7,39894.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22279.17,1,9301.87,0,0,0,0,0,0,0,0,0,0,1,4095.99,6,4582.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,0,0,0,0,0,0,0,0,0,66,0,0,0,0,3244326.56,-242,,76549.31,76549.31,0,37010.47,0,3604807.29,0,0,3,0,-29325,0,3784,37010.47,5,0,5384.07,0,0,1255447.82,-242,,52514.22,61599.18,0,34269.45,0,1394992.4,0,0,3,0,-51612,0,3784,34269.45,9,0,5994.03,CONTINUA
29235194,202107,1,0,0,67,313,4916.5,36084.61,3052.79,-456.92,2045.76,9,1,1,0,0,3,125498.74,0,51.03,1,85389.29,1,2,1583.55,1,5,12426.06,1,2,1903.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,5937.97,3,5541.12,1,1020.51,0,0,62,95926.7,0,0,0,0,0,0,0,0,10,3052.79,0,0,0,0,0,12,317138.14,25,415646.19,0,0,0,0,0,0,0,0,0,0,1,4,1,279,0,0,0,0,0,0,0,0,0,407,0,1,0,0,1247003.69,-395,,1926.33,1926.33,0,1903.49,0,1385609.69,0,0,24,1926.33,-1926.33,0,7667,1903.49,2,0,93.84,0,0,1255447.82,-1126,,12154.11,11573.58,2683.19,8189.07,27.43,1394992.4,0,0,3,0,-14052.68,27.76,9126,8189.07,4,0,4281.45,CONTINUA
29236620,202107,1,0,0,60,84,-330.52,3024.8,497.02,-3068.28,2362.78,8,1,1,0,0,2,147158.64,0,97563.38,1,336512.93,1,8,26089.78,1,7,27366.2,1,0,0,0,0,0,0,0,0,1,328440,0,0,0,0,0,0,0,0,0,0,0,1,197221.49,0,0,0,0,2,3519,0,0,0,0,19,32593.43,0,0,0,0,0,0,0,0,6,497.02,0,0,0,0,0,3,45336.45,1,22325.12,7,105570,0,0,0,0,0,0,0,0,0,0,1,81,0,0,0,0,0,7,105570,0,0,149,0,0,0,0,253368,-2009,,0,0,0,,,281520,,,3,0,,,1279,,,,0,0,0,253368,-2009,,23849.84,27975.86,0,9506.93,4.44,281520,0,0,3,0,-21448.7,0,1279,9506.93,6,0,2744.82,CONTINUA
29236868,202107,1,0,0,69,191,1177.04,13663.08,1352.05,-1129.49,980.29,9,1,1,0,0,3,27796.56,2.95,10.2,1,26626.6,2,20,46903.92,1,16,56840.92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3422.81,9,44722.54,0,0,0,0,1,2827.39,0,0,0,0,0,0,0,0,12,1352.05,0,0,0,0,0,3,54015.47,3,50731.07,0,0,0,0,0,0,0,0,0,0,0,0,1,46,0,0,0,0,0,0,0,0,0,158,0,0,0,0,999959.04,-425,,-2.9,-2.9,0,,,1111065.6,,,3,0,,,5806,,,,0,0,0,999959.04,-425,,49039.23,57523.01,0,46009.51,0,1111065.6,0,0,3,0,-58663.23,1.18,5806,46009.51,10,0,3636.3,CONTINUA
29237004,202107,1,0,0,55,287,6282.74,63116.33,8558.85,-4663.1,2722.68,8,1,1,0,-12473.95,2,16048.12,0,0,1,-19212.52,2,0,0,1,44,274674.04,1,0,0,2,442547.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,52890.93,0,0,0,0,0,0,0,0,0,0,0,0,1,3808.36,8,8558.85,0,0,0,0,0,0,0,0,0,1,8211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8211,0,0,198,1,1,0,0,547069.18,-517,,0,0,0,,,607942.81,,,3,0,,,2414,,,,0,0,0,547069.18,-1217,,425098.33,498640.34,0,234597.02,0,607942.81,0,0,3,0,-114717.46,0,5000,234597.02,35,0,33383.58,CONTINUA
29237056,202107,1,0,0,70,326,289.66,2337.73,966.3,-1734.37,1157.52,6,1,1,0,-228.38,2,24827.53,0,155400.97,1,177815.12,2,0,0,1,15,75525.61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31905.6,0,0,5,14082.68,2,2603.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,966.3,0,0,0,0,0,3,83412.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,70,0,1,0,0,88678.8,-576,,719.09,719.09,0,0,0,98532,0,0,3,0,-45339.76,0,3078,0,0,0,715.53,0,0,126684,-941,,65936.44,76197.38,1146.05,57807.59,9.25,140760,0,0,3,0,-63857.27,11.85,3078,57807.59,9,0,5606.94,CONTINUA
29239062,202107,1,0,0,66,300,2616.74,21424.49,2309.56,3.77,258.1,7,1,1,0,-161.02,2,19132.26,0,50854.85,1,112344.4,2,11,32517.07,1,0,0,1,0,0,0,0,0,0,0,0,1,59823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20771.47,0,0,0,0,0,0,1,1599.58,0,0,0,0,0,0,1,2128.85,10,2309.56,0,0,0,0,0,4,118954.05,1,6715.42,2,6451.5,0,0,0,0,0,0,0,0,1,1,1,40,1,0,1,0,0,2,6451.5,0,0,92,0,1,0,0,9501.3,-1460,,0,0,0,,,10557,,,10,0,,,7705,,,,0,0,0,25336.8,-517,,0,0,0,,,28152,,,10,0,,,8285,,,,0,CONTINUA
29239079,202107,1,0,0,52,50,-2002.32,-15623.98,527.5,-2949.9,793.18,8,1,1,0,-7989.2,2,7651.36,0,0,1,-16584.84,2,14,43205.24,1,20,58514.84,1,6,11778.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,129630.57,0,0,1,70.49,1,4289.66,0,0,0,0,0,0,0,0,0,0,1,151.78,0,0,8,527.5,0,0,0,0,0,10,96004.18,3,48949.29,5,22287,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,2,4105.5,3,18181.5,197,0,1,0,0,63342,-2037,,11766.42,11766.42,0,4407.66,0,70380,0,0,3,0,-7305.85,0,163,4407.66,5,0,1032.24,0,0,63342,-2037,,50483.4,59217.02,0,56172.78,0,70380,0,0,3,0,-56851.25,0,163,56172.78,18,0,3096.72,CONTINUA
29239233,202107,1,1,0,60,326,-216.25,45374.1,1823.15,-6551.22,4812.59,5,1,1,0,0,2,67153.66,0,991.22,0,6924.3,2,69,205045.47,0,0,0,0,0,0,2,50766.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,36562.72,0,0,0,0,0,0,14,3858114.18,0,0,0,0,0,0,0,0,8,1823.15,0,0,0,0,0,15,810142.12,19,732729.69,24,331959,0,0,0,0,0,0,0,0,0,0,1,64,1,0,1,0,0,22,302634,2,29325,382,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONTINUA
29239276,202107,1,0,0,70,326,3974.72,18496.21,2255.62,-252.89,1718.45,7,1,1,0,118534.28,2,3953.44,0,2.26,1,8601.87,1,0,0,1,6,4649.68,1,0,0,1,5754.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,516.69,0,0,0,0,0,0,1,2128.85,10,2255.62,0,0,0,0,0,0,0,1,459816,0,0,3,463216.52,0,0,0,0,0,0,0,0,1,67,0,0,0,0,0,0,0,0,0,26,0,1,0,0,63342,-333,,-49.51,-49.51,0,,,70380,,,10,0,,,7368,,,,0,0,0,88678.8,-1126,,3967.89,4654.33,0,0,0,98532,0,0,3,0,-4395.51,0,2901,0,0,0,645.15,CONTINUA
29239908,202107,1,0,0,75,326,3007.74,15648.95,2817.73,-594.43,756.42,9,1,1,0,0,2,31476.58,0,114179.3,1,192274.81,2,6,17977.16,1,9,18361.91,1,2,17289.99,0,0,0,0,0,0,0,0,0,3,242082.4,0,0,0,0,0,1,0,0,0,0,0,0,1,69.81,7,14006.96,0,0,1,117.3,0,0,0,0,0,0,0,0,0,0,32,2936.27,1,0,0,1,234.6,2,58650,0,0,1,5865,0,0,0,0,0,0,0,0,0,0,1,53,0,0,0,0,0,1,5865,0,0,63,0,1,0,0,88678.8,-576,,17497.47,17497.47,0,17289.99,0,98532,0,0,3,0,-17497.47,0,4191,17289.99,2,0,891.48,0,0,126684,-1307,,15841.66,18582.26,0,14006.96,0,140760,0,0,3,0,-27353.78,0,4191,14006.96,7,0,1208.19,CONTINUA
29240027,202107,1,0,0,61,288,-2423.3,-7566.08,2417.11,-7015.23,2888.7,7,1,1,0,-110.37,2,139210.56,0,20395.92,1,653668.54,2,32,147524.58,1,36,71621.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,664673.41,0,0,0,0,8,18925.9,0,0,0,0,11,62721.63,0,0,0,0,0,0,0,0,8,2417.11,0,0,0,0,0,2,673705.51,8,83591.49,4,110657.3,0,0,0,0,0,0,0,0,0,0,1,41,0,0,0,0,0,4,110657.3,0,0,252,0,1,0,0,1402814.16,-272,,0,0,0,,,1558682.4,,,3,0,,,5942,,,,0,0,0,1402814.16,-272,,63217.71,71874.73,2279.64,22447,14.08,1558682.4,0,0,3,0,-81145.79,23.58,5942,22447,14,0,13712.37,CONTINUA
29240386,202107,1,0,0,39,58,1820.93,8163.14,2507.12,-1829.78,1244.79,8,1,1,0,-3671.13,2,17507.48,0,0,1,103406.8,1,0,0,1,9,42217.16,0,0,0,0,0,2,335261.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,809.37,0,0,0,0,0,0,0,0,0,0,0,0,1,3007.14,4,2507.12,0,0,0,0,0,1,105570,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,13,0,0,0,0,0,0,0,0,0,38,0,1,,,,,,,,,,,,,,,,,,,,,,,0,0,253368,-941,,23790.76,27906.56,0,18099.64,0,281520,0,0,3,18457.15,-24084.28,0,1255,18099.64,3,0,0,CONTINUA
29240668,202107,1,0,0,51,265,11547.28,63511.66,2521.16,-1065.56,8760.46,9,1,1,0,0,2,640990.65,0,4781152.32,1,5163289.26,1,0,0,1,3,6393.17,1,0,0,0,0,0,0,0,0,2,1173000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,703.8,0,0,0,0,0,0,1,2793.86,6,2521.16,0,0,0,0,0,1,58934.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0,0,0,0,0,0,0,0,0,40,0,1,0,0,253368,-395,,0,0,0,,,281520,,,24,0,,,6574,,,,0,0,0,354715.2,-121,,5532.03,6489.07,0,382.82,0,394128,0,0,3,0,-6405.27,0,6089,382.82,1,0,961.86,CONTINUA
29240787,202107,1,0,0,58,36,-1052.59,-7779.51,250.29,-1302.66,191.93,7,1,1,0,-1017.75,2,1853.22,0,0,1,2872.51,1,0,0,1,14,24364.12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1935.45,0,0,0,0,0,0,0,0,0,0,0,0,1,3413.33,4,250.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,0,0,0,0,0,0,0,0,0,42,0,1,0,0,459102.81,-760,,-7.31,-7.31,0,,,510114.24,,,3,0,,,1090,,,,0,0,0,547069.18,-1126,,20532,24656.49,-572.45,2782.42,0,607942.81,0,0,3,0,-44013.7,0,1090,2782.42,5,0,1102.62,CONTINUA
29241428,202107,1,0,0,49,279,-1694.62,-22145.53,2902.79,-5728.05,1808.68,9,1,1,0,-2657.02,2,66260.92,0,3.4,1,246689.18,1,6,9096.45,1,20,38880.95,1,31,102075.71,0,0,0,0,0,0,0,0,0,1,365685.9,0,0,0,0,0,0,0,1,1,172319.56,0,0,5,47392.27,12,24376.53,2,3115.48,0,0,2,40257.01,0,0,1,1082.97,0,0,0,0,29,3176.6,0,0,0,0,0,11,375389.36,8,240465,5,44574,0,0,0,0,0,0,0,0,0,0,1,155,0,0,0,0,0,3,26979,2,17595,236,0,1,0,0,3236605.17,-364,,87176.84,87176.84,0,67141.27,0,3596227.97,0,0,10,0,-38040.1,0,7705,67141.27,27,0,8797.5,0,0,3883926.21,-1034,,32120.89,37677.8,0,32788.79,0,4315473.56,0,0,10,0,-169765.06,0,8500,32788.79,20,0,2134.86,CONTINUA
29241462,202107,1,0,0,79,326,2910.09,20896.15,4547.81,-2258.81,862.63,7,1,1,0,0,2,19822.29,0,0,1,6130.16,2,0,0,1,3,29480.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3404.23,0,0,0,0,0,0,0,0,0,0,0,0,1,2128.85,6,4547.81,0,0,0,0,0,1,35190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,0,0,152020.8,-760,,0,0,0,,,168912,,,10,0,,,3275,,,,0,0,0,177357.6,-637,,25433.75,29833.78,0,3404.23,0,197064,0,0,3,0,-31950.93,0,8139,3404.23,2,0,3096.72,CONTINUA
29241599,202107,1,0,0,54,276,-3406.26,-19192.4,390.06,-3579.59,343.16,9,1,1,0,-50047.88,2,5828.12,0,11341.15,1,-63687.75,1,0,0,1,20,42636.61,1,3,20142.02,1,59376.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,119295.73,0,0,0,0,1,568.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,390.06,0,0,0,0,0,0,0,0,0,7,82116.45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,64521.45,3,17595,103,0,1,0,0,177357.6,-1248,,20383.73,20383.73,0,5284.13,0,197064,0,0,3,0,-15875.44,0,606,5284.13,1,0,1935.45,0,0,177357.6,-1613,,36784.53,43148.25,0,12583.87,0,197064,0,0,3,0,-48824.16,0,606,12583.87,10,0,3812.25,CONTINUA
29241804,202107,1,0,0,68,282,2654.73,10176.76,3606.08,-1967.16,1156.12,8,1,1,0,-293.12,4,51135.14,0,26224.13,1,95323.07,2,37,85167.91,1,9,30010.6,1,0,0,0,0,0,0,0,0,0,0,0,1,3030.53,0,0,0,0,0,0,0,0,0,0,0,0,1,1876.8,3,9415.67,0,0,0,0,13,13772.34,0,0,0,0,0,0,1,3007.14,16,3607.44,0,0,0,0,0,5,27741.45,5,27221.1,0,0,0,0,0,0,0,0,0,0,0,0,1,210,0,0,0,0,0,0,0,0,0,121,0,1,0,0,177357.6,-1126,,0,0,0,,,197064,,,3,0,,,6933,,,,0,0,0,177357.6,-941,,25763.58,30220.67,0,15863.8,0,197064,0,0,3,0,-24808.12,0,8584,15863.8,5,0,3683.22,CONTINUA
29242914,202107,1,0,0,52,282,1826.49,41373.71,1981.63,-2521.93,2389.67,8,1,1,0,0,2,100320.42,0,95.27,1,242135.58,1,0,0,1,20,127876.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,145439.47,0,0,0,0,1,3283.22,0,0,0,0,3,2641.74,0,0,0,0,0,0,0,0,6,1981.63,0,0,0,0,0,3,54426.82,3,18122.85,4,46920,0,0,0,0,0,0,0,0,0,0,1,61,0,0,0,0,0,4,46920,0,0,92,0,0,0,0,76010.4,-364,,0,0,0,,,84456,,,3,0,,,7705,,,,0,0,0,253368,-1552,,110324.74,129410.92,0,108747,0,281520,0,0,10,0,-129093.24,0,8320,108747,18,0,8750.58,CONTINUA
29243631,202107,1,0,0,55,124,4724.46,68627.31,405.23,3238.49,443.72,10,1,1,0,0,2,28529.45,0,0,1,7921.44,1,5,10669.08,1,5,14357.84,1,0,0,2,50872.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,113956.15,0,0,4,459.46,1,891.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,405.23,0,0,0,0,0,4,41993.4,7,115305.9,4,35190,0,0,0,0,0,0,0,0,0,0,1,93,0,0,0,0,0,4,35190,0,0,111,0,1,0,0,63342,-1521,,0,0,0,,,70380,,,3,0,,,1418,,,,0,0,0,177357.6,-2037,,111160.31,130391.04,0,12520.93,0,197064,0,0,3,0,-11730,0,3462,12520.93,4,0,10076.07,CONTINUA
29244366,202107,1,0,0,62,326,5433.42,44578.26,5170.74,-772.5,996.44,9,1,1,0,0,2,56384.5,0,117031.6,1,146334.83,1,7,31999.88,1,12,13894.52,1,2,4537.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1522.62,9,12364.74,2,4537.16,1,117.3,3,23513.72,0,0,0,0,0,0,1,4095.99,16,5170.74,0,0,0,0,0,12,192632.42,8,100094.48,7,78004.5,0,0,0,0,0,0,0,0,0,0,1,78,0,0,0,0,0,6,72139.5,1,5865,169,0,1,0,0,1076114.32,-303,,4616.56,4616.56,0,4537.16,0,1195707.77,0,0,3,0,-4120.05,0,4812,4537.16,2,0,258.06,0,0,1076114.32,-941,,11383.86,13125.42,227.84,13468.18,2.07,1195707.77,0,0,3,0,-16539.3,0,10051,13468.18,13,0,11.73,CONTINUA
29247636,202107,1,0,0,64,269,696.58,32394.54,560.88,115.33,0.36,7,1,1,0,-4757.34,2,0,0,3709.69,1,-2262.1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,560.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,63342,-821,,0,0,0,,,70380,,,10,0,,,3201,,,,0,0,0,253368,-2068,,0,0,0,,,281520,,,10,0,,,4171,,,,0,CONTINUA
29247850,202107,1,0,0,59,379,4264.06,15636.32,1914,966.39,1037.07,7,1,1,0,-276.71,2,76823.78,0,0,1,67117.52,2,0,0,1,1,3225.64,1,0,0,1,140760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2128.85,4,1914,0,0,0,0,0,0,0,2,64515,0,0,0,0,0,0,0,0,0,0,1,3,1,130,0,0,0,0,0,0,0,0,0,25,0,1,0,0,405388.8,-1126,,-7.2,-7.2,0,0,0,450432,0,0,17,0,-466.8,0,7667,0,0,0,0,0,0,202694.4,-1187,,2782.91,3264.35,0,0,0,225216,0,0,3,0,-3881.63,0,9062,0,0,0,351.9,CONTINUA
29248448,202107,1,0,0,43,283,469,8828.9,954.42,-2056.4,1642.57,7,1,1,0,0,2,69070.47,0,15.88,1,117864.91,1,9,31124.85,1,21,58271.21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,149064.76,0,0,0,0,5,16259.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,954.42,0,0,0,0,0,5,58650,5,89558.55,4,71553,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,71553,0,0,142,0,1,0,0,126684,-517,,0,0,0,,,140760,,,3,0,,,5707,,,,0,0,0,101347.2,-517,,50273.2,58970.46,0,48725.9,0,112608,0,0,3,0,-82622.06,0,6425,48725.9,15,0,3354.78,CONTINUA
